keyword,searchengine,num_visits
27 пожарно-спасательный отряд фпс по г москве,Яндекс,2
2721103,Яндекс,2
2721198826,Яндекс,2
272308926253,Яндекс,2
2725106431,Google,2
"27292ama широкоугольная оптика hopkins прямого видения 6 °, с параллельным окуляром, автоклавируемая, с инструментальным каналом и встроенным стекловолоконным световодом, цветовой код: желто-красный",Яндекс,2
2771015211315000017,Яндекс,2
2772455933215000037,Яндекс,2
2772765679015000136,Яндекс,2
2773470369815000055 ,Яндекс,2
2781656164515000008,Яндекс,2
280102603653,Яндекс,2
2806008591,Яндекс,2
28178,Яндекс,2
28178 войсковая часть,Google,2
2827008218,Яндекс,2
2894650,Яндекс,2
29 ктц минобороны россии официальный сайт,Яндекс,2
2930154,Яндекс,2
3 отряд фпс по волгоградской области,Яндекс,2
